uniprotkb_canonical_ac,ensembl_gene_id
D3ZWS0-1,ENSRNOP00000044022
Q9R189-1,ENSRNOP00000072013
D3ZWS2-1,ENSRNOP00000020079
D3ZWS6-1,ENSRNOP00000020074
D3ZI76-1,ENSRNOP00000018677
D3ZI75-1,ENSRNOP00000060166
D3ZI74-1,ENSRNOP00000060169
D3ZI70-1,ENSRNOP00000020999
O55156-1,ENSRNOP00000071023
A5HKJ3-1,ENSRNOP00000065857
B5DEG8-1,ENSRNOP00000071021
A0A0G2JZF7-1,ENSRNOP00000071028
A0A0G2JZF6-1,ENSRNOP00000071027
P53678-1,ENSRNOP00000025675
D4AA93-1,ENSRNOP00000040282
D4AA91-1,ENSRNOP00000070455
D4A715-1,ENSRNOP00000023180
P14881-1,ENSRNOP00000011608
F1M3G9-1,ENSRNOP00000045999
F1LUN5-1,ENSRNOP00000058823
A0A0G2JTN7-1,ENSRNOP00000007412
F1M4Q5-1,ENSRNOP00000019410
F1M4Q7-1,ENSRNOP00000021717
F1M4Q6-1,ENSRNOP00000019408
F1M4Q1-1,ENSRNOP00000033715
F1M3G7-1,ENSRNOP00000014802
F1LN21-1,ENSRNOP00000027188
A0A0G2K828-1,ENSRNOP00000074446
Q6MG07-1,ENSRNOP00000074447
Q6IG12-1,ENSRNOP00000074444
Q5XIC1-1,ENSRNOP00000074442
P46152-1,ENSRNOP00000014320
P46153-1,ENSRNOP00000070439
Q5M818-1,ENSRNOP00000028517
Q5M819-1,ENSRNOP00000001228
D3ZDV9-1,ENSRNOP00000070463
D4A4K6-1,ENSRNOP00000029499
A0A0G2KBB4-1,ENSRNOP00000029493
Q9WTW8-1,ENSRNOP00000028885
Q9WTW1-1,ENSRNOP00000013232
P05432-1,ENSRNOP00000072811
P11530-1,ENSRNOP00000072441
F1M4C7-1,ENSRNOP00000045954
P50442-1,ENSRNOP00000000181
D4A3S1-1,ENSRNOP00000035627
D4A3S0-1,ENSRNOP00000023652
Q6QLN3-1,ENSRNOP00000017556
Q5FVG2-1,ENSRNOP00000003428
A0A0G2KAK5-1,ENSRNOP00000075431
P63076-1,ENSRNOP00000017723
P63077-1,ENSRNOP00000022441
Q6AXX2-1,ENSRNOP00000075426
D3ZK46-1,ENSRNOP00000058562
D4A0S1-1,ENSRNOP00000023091
B5DFG8-1,ENSRNOP00000028052
A0A0G2JUK3-1,ENSRNOP00000069132
A0A0G2JUK1-1,ENSRNOP00000069130
B5DFG1-1,ENSRNOP00000069316
B5DFG6-1,ENSRNOP00000031323
B5DFG7-1,ENSRNOP00000030763
M0R4P9-1,ENSRNOP00000069133
Q5M829-1,ENSRNOP00000070144
A0A096MIZ1-1,ENSRNOP00000067929
A0A0G2JX54-1,ENSRNOP00000070140
P60905-1,ENSRNOP00000070142
D4A3S8-1,ENSRNOP00000069129
A0A0G2JX50-1,ENSRNOP00000070135
A0A0G2JX51-1,ENSRNOP00000070136
Q5U2Z5-1,ENSRNOP00000073460
Q6QI77-1,ENSRNOP00000042748
Q6QI70-1,ENSRNOP00000050905
Q6QI72-1,ENSRNOP00000042841
A0A0G2KB47-1,ENSRNOP00000062411
Q3KRF3-1,ENSRNOP00000025948
Q9Z1A6-1,ENSRNOP00000048476
Q3KRF1-1,ENSRNOP00000053828
Q7TQN8-1,ENSRNOP00000036164
Q6GX86-1,ENSRNOP00000075073
A0A0G2K9P3-1,ENSRNOP00000075075
Q7TQN5-1,ENSRNOP00000070247
A0A0G2K9P7-1,ENSRNOP00000075079
Q7TQN6-1,ENSRNOP00000030570
A0JPQ8-1,ENSRNOP00000029816
Q9Z1B2-1,ENSRNOP00000070934
A0JPQ0-1,ENSRNOP00000024953
A0JPQ1-1,ENSRNOP00000031005
A0A0G2K4U7-1,ENSRNOP00000060535
A0JPQ4-1,ENSRNOP00000030976
A0JPQ5-1,ENSRNOP00000074289
A0JPQ7-1,ENSRNOP00000069464
D4A428-1,ENSRNOP00000042399
D4A422-1,ENSRNOP00000054386
A0A0G2K0N5-1,ENSRNOP00000011223
D4A420-1,ENSRNOP00000054394
D4A427-1,ENSRNOP00000011203
D4A426-1,ENSRNOP00000011213
D4A425-1,ENSRNOP00000068893
D4A424-1,ENSRNOP00000074288
Q5PPN2-1,ENSRNOP00000025408
Q5PPN0-1,ENSRNOP00000063598
Q5PPN1-1,ENSRNOP00000047839
Q5PPN7-1,ENSRNOP00000070269
Q5PPN4-1,ENSRNOP00000074141
Q5PPN5-1,ENSRNOP00000022863
D3ZZA9-1,ENSRNOP00000032611
Q6RFY2-1,ENSRNOP00000071267
A0A0G2K016-1,ENSRNOP00000071265
A0A0G2K015-1,ENSRNOP00000071264
A0A0G2K012-1,ENSRNOP00000071261
A0A0G2K010-1,ENSRNOP00000071259
D3ZMM8-1,ENSRNOP00000027117
P17777-1,ENSRNOP00000009313
D4A287-1,ENSRNOP00000038593
D3ZMM2-1,ENSRNOP00000027121
D4A283-1,ENSRNOP00000007407
Q8K3M6-1,ENSRNOP00000041403
D4A281-1,ENSRNOP00000052889
Q91Y78-1,ENSRNOP00000012842
F1LRJ1-1,ENSRNOP00000020669
A0A0G2JX46-1,ENSRNOP00000020671
Q3B7D9-1,ENSRNOP00000006172
Q6IE51-1,ENSRNOP00000044400
F1LRJ8-1,ENSRNOP00000006163
B4F765-1,ENSRNOP00000008450
Q5U1X0-1,ENSRNOP00000033634
Q5U1X7-1,ENSRNOP00000066970
M0RAE2-1,ENSRNOP00000066488
M0R5T8-1,ENSRNOP00000064766
Q68FP3-1,ENSRNOP00000048296
Q5GF25-1,ENSRNOP00000011576
M0R5T3-1,ENSRNOP00000068145
M0R5T7-1,ENSRNOP00000064765
M0R5T4-1,ENSRNOP00000064762
Q9QX74-1,ENSRNOP00000064763
Q6IFV9-1,ENSRNOP00000073009
Q9QX79-1,ENSRNOP00000051504
Q6IFV1-1,ENSRNOP00000070301
D3ZLA3-1,ENSRNOP00000008281
Q9QX72-1,ENSRNOP00000039532
D3ZLA6-1,ENSRNOP00000010594
Q9QX71-1,ENSRNOP00000026992
P97836-1,ENSRNOP00000073938
P24528-1,ENSRNOP00000021537
D3ZZL5-1,ENSRNOP00000009811
D3ZZL3-1,ENSRNOP00000051302
Q62687-1,ENSRNOP00000022346
D3ZZL8-1,ENSRNOP00000037018
P22273-1,ENSRNOP00000028234
Q63562-1,ENSRNOP00000022190
D4ADL5-1,ENSRNOP00000026309
D4ADL7-1,ENSRNOP00000002356
D4ADL6-1,ENSRNOP00000026305
D4ADL1-1,ENSRNOP00000040603
A0A0G2JY53-1,ENSRNOP00000070522
D4A1L0-1,ENSRNOP00000038699
D4A1L2-1,ENSRNOP00000052978
D4A1L4-1,ENSRNOP00000040999
D4A1L6-1,ENSRNOP00000052967
Q63148-1,ENSRNOP00000002394
Q792I0-1,ENSRNOP00000065941
P35439-1,ENSRNOP00000049198
P35433-1,ENSRNOP00000002905
Q6AYQ2-1,ENSRNOP00000063166
F1LQ83-1,ENSRNOP00000063402
O70351-1,ENSRNOP00000043608
P61107-1,ENSRNOP00000025649
A0A0G2K5R9-1,ENSRNOP00000033796
P36201-1,ENSRNOP00000006804
D3ZS52-1,ENSRNOP00000051028
P36202-1,ENSRNOP00000064261
D3ZS55-1,ENSRNOP00000009530
B1WBW6-1,ENSRNOP00000019080
D3ZS59-1,ENSRNOP00000023810
B1H275-1,ENSRNOP00000047461
P23606-1,ENSRNOP00000027315
Q66X93-1,ENSRNOP00000045936
F1M5H6-1,ENSRNOP00000004330
Q5FWT9-1,ENSRNOP00000024270
A0A0G2JU90-1,ENSRNOP00000069010
D4A5U3-1,ENSRNOP00000059160
D4A5U5-1,ENSRNOP00000061477
Q6AY85-1,ENSRNOP00000015355
Q6AY84-1,ENSRNOP00000013088
Q6AY86-1,ENSRNOP00000070391
Q6AY81-1,ENSRNOP00000018927
Q6AY80-1,ENSRNOP00000024141
Q3ZBA0-1,ENSRNOP00000001347
D4AAT1-1,ENSRNOP00000007358
D4AAT2-1,ENSRNOP00000007357
D4AAT4-1,ENSRNOP00000007351
D4AAT5-1,ENSRNOP00000007350
D4AAT7-1,ENSRNOP00000060397
P24898-1,ENSRNOP00000061729
O35244-1,ENSRNOP00000030323
O35240-1,ENSRNOP00000011300
Q5FWT1-1,ENSRNOP00000042004
A0A0G2JUP8-1,ENSRNOP00000069178
D3ZVN3-1,ENSRNOP00000076069
A0A0G2K8N1-1,ENSRNOP00000069172
A0A0G2JUP1-1,ENSRNOP00000069170
Q569B5-1,ENSRNOP00000069176
P80201-1,ENSRNOP00000072326
P80202-1,ENSRNOP00000009345
A0A0G2K3T9-1,ENSRNOP00000072774
A0A0G2K3T8-1,ENSRNOP00000072773
A0A0G2K3T2-1,ENSRNOP00000072764
A0A0G2K3T1-1,ENSRNOP00000072763
B5DFA5-1,ENSRNOP00000016285
P46844-1,ENSRNOP00000015843
P38062-1,ENSRNOP00000032680
Q9Z144-1,ENSRNOP00000011750
Q9Z143-1,ENSRNOP00000009269
M0R740-1,ENSRNOP00000065258
D3ZKB9-1,ENSRNOP00000018931
M0R744-1,ENSRNOP00000066340
M0R746-1,ENSRNOP00000065264
M0R749-1,ENSRNOP00000065267
F1M386-1,ENSRNOP00000012792
Q6DGF8-1,ENSRNOP00000073671
Q6DGF9-1,ENSRNOP00000004163
A0A0G2JW94-1,ENSRNOP00000030596
Q6DGF6-1,ENSRNOP00000059765
Q6DGF4-1,ENSRNOP00000018098
Q6DGF5-1,ENSRNOP00000039802
P23811-1,ENSRNOP00000064579
Q4V8I3-1,ENSRNOP00000073971
P48807-1,ENSRNOP00000029046
P49001-1,ENSRNOP00000028904
Q91XU8-1,ENSRNOP00000028888
Q3B7D5-1,ENSRNOP00000028883
P23944-1,ENSRNOP00000028877
G3V8W9-1,ENSRNOP00000029537
G3V8W8-1,ENSRNOP00000029346
Q9JHS1-1,ENSRNOP00000070697
Q62959-1,ENSRNOP00000045398
D4A0J6-1,ENSRNOP00000047281
Q62952-1,ENSRNOP00000070679
Q62951-1,ENSRNOP00000029334
Q62950-1,ENSRNOP00000063671
Q62956-1,ENSRNOP00000019283
A0A0G2K0Z9-1,ENSRNOP00000071645
A0A0G2K0Z2-1,ENSRNOP00000071637
P31646-1,ENSRNOP00000071638
A0A0G2K0Z0-1,ENSRNOP00000071635
Q1H5H1-1,ENSRNOP00000072567
Q05764-1,ENSRNOP00000021491
Q10739-1,ENSRNOP00000065434
D3ZEI7-1,ENSRNOP00000024211
Q3ZB99-1,ENSRNOP00000062549
Q3ZB98-1,ENSRNOP00000071338
Q9QXU8-1,ENSRNOP00000014532
Q9JMD7-1,ENSRNOP00000014548
P07882-1,ENSRNOP00000014572
M0RB98-1,ENSRNOP00000066827
G3V7G9-1,ENSRNOP00000014817
M0RA29-1,ENSRNOP00000065027
D3Z8S9-1,ENSRNOP00000065028
M0R6H1-1,ENSRNOP00000065022
M0R6H0-1,ENSRNOP00000065021
M0R6H3-1,ENSRNOP00000065024
P54275-1,ENSRNOP00000021538
Q9JIK1-1,ENSRNOP00000044906
F1M3W5-1,ENSRNOP00000059323
Q9JIL3-1,ENSRNOP00000009354
D4A599-1,ENSRNOP00000004035
P0C7L8-1,ENSRNOP00000019992
A0A0G2JTK6-1,ENSRNOP00000058637
D3ZPH2-1,ENSRNOP00000069569
D3ZPH1-1,ENSRNOP00000046663
D3ZPH0-1,ENSRNOP00000046669
D3ZPH6-1,ENSRNOP00000060947
M0R8M8-1,ENSRNOP00000065827
M0R8M9-1,ENSRNOP00000065828
F1M707-1,ENSRNOP00000068213
F1M706-1,ENSRNOP00000045195
D3ZGX8-1,ENSRNOP00000008963
A0A0G2K0S6-1,ENSRNOP00000024193
F1M702-1,ENSRNOP00000014013
M0R8M1-1,ENSRNOP00000065820
M0R8M4-1,ENSRNOP00000065823
M0R8M5-1,ENSRNOP00000065824
D3ZGX2-1,ENSRNOP00000069958
M0RD30-1,ENSRNOP00000074832
M0RD31-1,ENSRNOP00000067524
F7FHF3-1,ENSRNOP00000004322
P19637-1,ENSRNOP00000025764
F1LXC7-1,ENSRNOP00000015073
F1LXC0-1,ENSRNOP00000022086
Q9R1D1-1,ENSRNOP00000023851
P15127-1,ENSRNOP00000060141
Q6IE22-1,ENSRNOP00000050577
D3ZIC9-1,ENSRNOP00000018645
P15129-1,ENSRNOP00000013321
A0A0G2K1X3-1,ENSRNOP00000006144
D3ZYV3-1,ENSRNOP00000016364
D3ZYV4-1,ENSRNOP00000020428
D3ZFJ9-1,ENSRNOP00000036426
D3ZFJ8-1,ENSRNOP00000036428
D3ZFJ6-1,ENSRNOP00000024452
D3ZFJ3-1,ENSRNOP00000012480
D3ZFJ0-1,ENSRNOP00000012487
F1M9Z9-1,ENSRNOP00000024974
F1M9Z0-1,ENSRNOP00000029851
F1M9Z5-1,ENSRNOP00000036953
F1M9Z7-1,ENSRNOP00000048928
D4A5R4-1,ENSRNOP00000060204
D3ZCY4-1,ENSRNOP00000048020
A0A0G2K219-1,ENSRNOP00000048024
D3ZHK4-1,ENSRNOP00000060201
A7VJC2-1,ENSRNOP00000015325
A0A0G2K520-1,ENSRNOP00000006727
D3ZHK9-1,ENSRNOP00000006725
D3ZCY9-1,ENSRNOP00000050333
D3ZCY8-1,ENSRNOP00000050334
Q6PEC4-1,ENSRNOP00000073214
Q6PEC3-1,ENSRNOP00000045414
Q6PEC1-1,ENSRNOP00000067864
Q6PEC0-1,ENSRNOP00000017712
D3ZHS4-1,ENSRNOP00000049800
F1M0D2-1,ENSRNOP00000044561
F1M0D1-1,ENSRNOP00000044563
Q07310-1,ENSRNOP00000060600
D4A1C5-1,ENSRNOP00000045819
M0RAG4-1,ENSRNOP00000066512
F7FC99-1,ENSRNOP00000023887
A0A0G2JVT9-1,ENSRNOP00000069617
A0A0G2JVT8-1,ENSRNOP00000068612
A0A0G2JVT6-1,ENSRNOP00000069612
D4A5N6-1,ENSRNOP00000061685
D4A5N7-1,ENSRNOP00000016204
D4A5N4-1,ENSRNOP00000016208
D3ZUP4-1,ENSRNOP00000013604
D3ZUP5-1,ENSRNOP00000013600
P97524-1,ENSRNOP00000013607
D3ZUP1-1,ENSRNOP00000001633
D3ZUP8-1,ENSRNOP00000074034
D3ZXP3-1,ENSRNOP00000056469
D3ZXP1-1,ENSRNOP00000044499
Q99PD4-1,ENSRNOP00000001319
D3ZXP4-1,ENSRNOP00000044489
D3ZXP8-1,ENSRNOP00000001313
F1M1B9-1,ENSRNOP00000044493
F1M1B3-1,ENSRNOP00000013315
Q9Z2S9-1,ENSRNOP00000070199
P69735-1,ENSRNOP00000070191
A0A0G2JXA2-1,ENSRNOP00000070192
A0A0G2JXA5-1,ENSRNOP00000070195
F1LYL8-1,ENSRNOP00000070197
A0A0G2JXA7-1,ENSRNOP00000070198
Q8R560-1,ENSRNOP00000025258
P62697-1,ENSRNOP00000067708
D4A4D9-1,ENSRNOP00000042767
D4A4D5-1,ENSRNOP00000054740
D4A4D7-1,ENSRNOP00000030798
D4A4D6-1,ENSRNOP00000028483
F1LUQ3-1,ENSRNOP00000054747
D4A4D2-1,ENSRNOP00000075423
G3V684-1,ENSRNOP00000002568
P60203-1,ENSRNOP00000003283
G3V686-1,ENSRNOP00000002673
G3V681-1,ENSRNOP00000002510
G3V682-1,ENSRNOP00000002513
G3V683-1,ENSRNOP00000002542
P15943-1,ENSRNOP00000067077
Q8K4S7-1,ENSRNOP00000002719
A0A096MJH9-1,ENSRNOP00000068135
O08764-1,ENSRNOP00000069124
A0A096MIX7-1,ENSRNOP00000068130
D3ZYR4-1,ENSRNOP00000068126
D4A2C1-1,ENSRNOP00000040855
P58295-1,ENSRNOP00000043665
D4AE63-1,ENSRNOP00000033466
D4AE64-1,ENSRNOP00000033465
D4AE65-1,ENSRNOP00000033462
P49134-1,ENSRNOP00000014785
P82471-1,ENSRNOP00000019174
D4AE69-1,ENSRNOP00000072618
Q9TPX1-1,ENSRNOP00000072460
D3ZQ16-1,ENSRNOP00000034655
D3ZQ19-1,ENSRNOP00000008396
D3ZQ18-1,ENSRNOP00000070205
F1LV18-1,ENSRNOP00000034823
Q62774-1,ENSRNOP00000005575
F1LV17-1,ENSRNOP00000034825
F1M053-1,ENSRNOP00000001672
A0A0G2K7F1-1,ENSRNOP00000074178
A0A0G2K7F3-1,ENSRNOP00000051566
D3ZKH0-1,ENSRNOP00000074183
P04692-1,ENSRNOP00000074187
F1LVG7-1,ENSRNOP00000074186
A0A0G2K7F8-1,ENSRNOP00000069691
Q9WVR8-1,ENSRNOP00000028592
F1LTU1-1,ENSRNOP00000036562
Q9WVR1-1,ENSRNOP00000025763
Q9WVR3-1,ENSRNOP00000075945
Q9WVR7-1,ENSRNOP00000002530
Q9WVR6-1,ENSRNOP00000019618
F1LTU5-1,ENSRNOP00000024322
Q9QZN9-1,ENSRNOP00000066697
Q91Z80-1,ENSRNOP00000033209
D4AC84-1,ENSRNOP00000033592
D4AC85-1,ENSRNOP00000072958
Q91Z84-1,ENSRNOP00000004363
D4AC80-1,ENSRNOP00000002408
D4AC81-1,ENSRNOP00000002405
P10818-1,ENSRNOP00000001545
D3ZVC1-1,ENSRNOP00000067871
D4AC89-1,ENSRNOP00000045550
E9PTL1-1,ENSRNOP00000024801
E9PTL5-1,ENSRNOP00000055898
Q5U2S4-1,ENSRNOP00000070434
Q5U2S5-1,ENSRNOP00000023507
P50298-1,ENSRNOP00000051430
Q5U2S7-1,ENSRNOP00000037928
Q5U2S0-1,ENSRNOP00000023289
Q5U2S1-1,ENSRNOP00000018499
Q5U2S3-1,ENSRNOP00000000448
Q5U2S8-1,ENSRNOP00000026184
P50297-1,ENSRNOP00000070053
P36953-1,ENSRNOP00000057275
Q80VL0-1,ENSRNOP00000024461
Q6R5J6-1,ENSRNOP00000039207
Q9EST6-1,ENSRNOP00000012478
Q9EST9-1,ENSRNOP00000000121
P22829-1,ENSRNOP00000070558
P16303-1,ENSRNOP00000070536
Q8VIG2-1,ENSRNOP00000073018
P20037-1,ENSRNOP00000000523
Q6MGA2-1,ENSRNOP00000000526
P36372-1,ENSRNOP00000067594
P28077-1,ENSRNOP00000000532
Q6MGA9-1,ENSRNOP00000070430
D3ZZ89-1,ENSRNOP00000018351
A0A1B0GWS0-1,ENSRNOP00000032648
D3ZZ80-1,ENSRNOP00000020673
D3ZZ82-1,ENSRNOP00000032646
D3ZZ87-1,ENSRNOP00000044610
Q9R1J8-1,ENSRNOP00000071755
P50123-1,ENSRNOP00000068728
A0A0G2K192-1,ENSRNOP00000071748
P11711-1,ENSRNOP00000071749
A0A0G2K196-1,ENSRNOP00000071752
A0A0G2K197-1,ENSRNOP00000071753
P56603-1,ENSRNOP00000070553
P51657-1,ENSRNOP00000026878
P51651-1,ENSRNOP00000067254
P51650-1,ENSRNOP00000035601
P51653-1,ENSRNOP00000001849
P51652-1,ENSRNOP00000023739
P04276-1,ENSRNOP00000004174
D3ZY32-1,ENSRNOP00000037510
D3ZY31-1,ENSRNOP00000001591
D3ZY30-1,ENSRNOP00000037513
D3ZY35-1,ENSRNOP00000013560
D3ZY39-1,ENSRNOP00000001583
F7F3V7-1,ENSRNOP00000046598
Q68FY1-1,ENSRNOP00000012628
P34080-1,ENSRNOP00000074297
A0A0G2K229-1,ENSRNOP00000072082
A0A0G2K226-1,ENSRNOP00000072079
P31643-1,ENSRNOP00000072080
Q63679-1,ENSRNOP00000072073
A0A0G2K221-1,ENSRNOP00000072074
A0A0G2K222-1,ENSRNOP00000072075
A0A0G2K223-1,ENSRNOP00000072076
D3ZHV7-1,ENSRNOP00000001882
D3ZHV6-1,ENSRNOP00000037802
D3ZHV1-1,ENSRNOP00000013864
D3ZHV0-1,ENSRNOP00000013865
D3ZHV3-1,ENSRNOP00000041060
D3ZHV2-1,ENSRNOP00000069001
Q6IV57-1,ENSRNOP00000024561
D3ZHV9-1,ENSRNOP00000013857
D3ZCB9-1,ENSRNOP00000036092
P25886-1,ENSRNOP00000014849
F7FEH8-1,ENSRNOP00000054811
O88506-1,ENSRNOP00000071256
A0A0G2KA88-1,ENSRNOP00000075305
O88501-1,ENSRNOP00000006638
A0A0G2KA81-1,ENSRNOP00000075298
Q5M8C6-1,ENSRNOP00000075300
A0A0G2KA87-1,ENSRNOP00000075304
Q6RI86-1,ENSRNOP00000009874
Q6RI88-1,ENSRNOP00000074224
D3Z8W6-1,ENSRNOP00000062181
P09760-1,ENSRNOP00000021758
D3Z8W5-1,ENSRNOP00000050143
D3Z8W2-1,ENSRNOP00000062185
D3Z8W0-1,ENSRNOP00000062187
D3Z8W1-1,ENSRNOP00000046953
Q6TA25-1,ENSRNOP00000039568
Q5FB95-1,ENSRNOP00000026192
D3ZVT1-1,ENSRNOP00000020750
A0A0G2KB30-1,ENSRNOP00000075629
A0A0G2JUA8-1,ENSRNOP00000075639
D3ZVT4-1,ENSRNOP00000032720
D3ZVT6-1,ENSRNOP00000072402
A0A0G2KB39-1,ENSRNOP00000075641
A1BPI0-1,ENSRNOP00000028303
Q8CH01-1,ENSRNOP00000029541
Q4QQS1-1,ENSRNOP00000073059
A0A140TAA1-1,ENSRNOP00000010028
Q4FZZ1-1,ENSRNOP00000010763
Q9QZA2-1,ENSRNOP00000012114
Q9R1S4-1,ENSRNOP00000014044
O88626-1,ENSRNOP00000014349
Q6AXN4-1,ENSRNOP00000014275
Q499V6-1,ENSRNOP00000006780
Q499V1-1,ENSRNOP00000006765
Q499V0-1,ENSRNOP00000014038
Q499V3-1,ENSRNOP00000042520
Q499V8-1,ENSRNOP00000005791
D4A3U1-1,ENSRNOP00000009340
D4A3U2-1,ENSRNOP00000011650
D4A3U5-1,ENSRNOP00000011641
D4A3U7-1,ENSRNOP00000075602
D4A3U8-1,ENSRNOP00000009323
O88881-1,ENSRNOP00000071412
D3ZR52-1,ENSRNOP00000006776
D3ZD32-1,ENSRNOP00000060241
D3ZR58-1,ENSRNOP00000060235
Q68FR7-1,ENSRNOP00000020453
Q68FR6-1,ENSRNOP00000027305
Q68FR3-1,ENSRNOP00000016066
Q68FR2-1,ENSRNOP00000039630
Q68FR0-1,ENSRNOP00000011454
Q68FR9-1,ENSRNOP00000034828
Q68FR8-1,ENSRNOP00000049998
Q63488-1,ENSRNOP00000026418
Q01750-1,ENSRNOP00000044668
Q63486-1,ENSRNOP00000009225
Q63487-1,ENSRNOP00000004235
Q63484-1,ENSRNOP00000070231
Q63483-1,ENSRNOP00000022538
D3ZT33-1,ENSRNOP00000028575
D4AEK4-1,ENSRNOP00000005981
D4AEK7-1,ENSRNOP00000017955
D4AEK6-1,ENSRNOP00000057130
D4AEK3-1,ENSRNOP00000005983
D4AEK9-1,ENSRNOP00000033185
A0A140UHW9-1,ENSRNOP00000018953
A0A140UHW8-1,ENSRNOP00000047103
A0A140UHW6-1,ENSRNOP00000003941
D4A2I1-1,ENSRNOP00000047689
D4A2I4-1,ENSRNOP00000047680
D4A9W3-1,ENSRNOP00000005903
Q9Z2F5-1,ENSRNOP00000062945
B1H250-1,ENSRNOP00000074107
D4A2I9-1,ENSRNOP00000059656
D4A9W9-1,ENSRNOP00000026506
D4A9W8-1,ENSRNOP00000014537
B1H257-1,ENSRNOP00000008645
Q5U2R3-1,ENSRNOP00000076046
D3ZUY0-1,ENSRNOP00000076047
A0A1B0GWW4-1,ENSRNOP00000038545
O08697-1,ENSRNOP00000076049
Q64289-1,ENSRNOP00000007662
B5DEJ2-1,ENSRNOP00000016209
D4A208-1,ENSRNOP00000008976
B5DEJ6-1,ENSRNOP00000044768
B5DEJ5-1,ENSRNOP00000017323
B5DEJ9-1,ENSRNOP00000071975
F1MAL7-1,ENSRNOP00000005648
F1MAL5-1,ENSRNOP00000036862
F1MAL4-1,ENSRNOP00000054464
A1L1L7-1,ENSRNOP00000042506
A0A096MIT8-1,ENSRNOP00000039471
F1MAL8-1,ENSRNOP00000024704
Q2TBJ8-1,ENSRNOP00000071287
Q8R4A1-1,ENSRNOP00000009404
Q2TBJ5-1,ENSRNOP00000000170
F1M211-1,ENSRNOP00000071321
D3ZU64-1,ENSRNOP00000001445
P84245-1,ENSRNOP00000004329
D3ZU60-1,ENSRNOP00000074315
Q69FB3-1,ENSRNOP00000034702
D4A6X9-1,ENSRNOP00000061431
D4A6X3-1,ENSRNOP00000061603
A0A0G2K7B6-1,ENSRNOP00000061606
D3ZU63-1,ENSRNOP00000001446
D4A6X7-1,ENSRNOP00000011392
D4A6X4-1,ENSRNOP00000074525
A0A0G2JZ27-1,ENSRNOP00000070887
Q8K4T4-1,ENSRNOP00000070886
Q9ES14-1,ENSRNOP00000074745
Q9ES19-1,ENSRNOP00000060302
A0A0G2JZ28-1,ENSRNOP00000070888
A2TGX5-1,ENSRNOP00000072406
D3ZKH4-1,ENSRNOP00000072404
Q91XV7-1,ENSRNOP00000006300
Q91XV6-1,ENSRNOP00000071857
M0R829-1,ENSRNOP00000072401
A0A0G2K2W2-1,ENSRNOP00000072400
A0A0G2K2W1-1,ENSRNOP00000072399
P01150-1,ENSRNOP00000015944
Q6QBQ4-1,ENSRNOP00000035566
Q62850-1,ENSRNOP00000072684
Q5PQQ8-1,ENSRNOP00000006264
Q5PQQ9-1,ENSRNOP00000068907
P42335-1,ENSRNOP00000004032
Q5PQQ1-1,ENSRNOP00000057102
Q5PQQ6-1,ENSRNOP00000071586
Q5PQQ7-1,ENSRNOP00000053080
Q5PQQ4-1,ENSRNOP00000068000
Q5PQQ5-1,ENSRNOP00000032494
Q8VI82-1,ENSRNOP00000075536
Q8VI80-1,ENSRNOP00000028490
Q8VI81-1,ENSRNOP00000028366
D3ZZD5-1,ENSRNOP00000073584
A0A0G2K5W7-1,ENSRNOP00000073586
A0A0G2K5W0-1,ENSRNOP00000073579
D3Z9A7-1,ENSRNOP00000073580
A0A0G2K5W2-1,ENSRNOP00000073581
A0A0G2K5W3-1,ENSRNOP00000069265
Q66HC8-1,ENSRNOP00000053791
Q66HC9-1,ENSRNOP00000033498
F1MAG0-1,ENSRNOP00000013264
Q66HC0-1,ENSRNOP00000008019
Q66HC1-1,ENSRNOP00000012440
Q66HC2-1,ENSRNOP00000037790
Q66HC3-1,ENSRNOP00000013181
Q66HC4-1,ENSRNOP00000010489
Q66HC5-1,ENSRNOP00000025086
Q66HC6-1,ENSRNOP00000072217
E9PU38-1,ENSRNOP00000007119
P14480-1,ENSRNOP00000009813
P27952-1,ENSRNOP00000019508
P05708-1,ENSRNOP00000066611
F1MAG8-1,ENSRNOP00000009489
D4A7K4-1,ENSRNOP00000007932
D3ZVK0-1,ENSRNOP00000009701
D3ZVK1-1,ENSRNOP00000028898
D3ZVK3-1,ENSRNOP00000028893
D3ZVK4-1,ENSRNOP00000028891
D3ZVK5-1,ENSRNOP00000056095
D3ZVK6-1,ENSRNOP00000067605
D3ZVK7-1,ENSRNOP00000070475
D3ZEY9-1,ENSRNOP00000036461
D3ZEY4-1,ENSRNOP00000036466
B3EY86-1,ENSRNOP00000062720
D3ZEY0-1,ENSRNOP00000036469
D3ZEY3-1,ENSRNOP00000062723
M0R7V3-1,ENSRNOP00000065393
M0R7G7-1,ENSRNOP00000065396
M0R7G6-1,ENSRNOP00000065395
D3ZIL3-1,ENSRNOP00000065388
M0R7G2-1,ENSRNOP00000065391
M0R7G8-1,ENSRNOP00000071142
F1LSV0-1,ENSRNOP00000030864
P54844-1,ENSRNOP00000016577
Q4KM47-1,ENSRNOP00000059465
Q8VHF5-1,ENSRNOP00000034921
Q8VHF0-1,ENSRNOP00000068972
Q8VHF9-1,ENSRNOP00000074460
D3ZQK3-1,ENSRNOP00000046608
P10499-1,ENSRNOP00000026731
D3ZQK5-1,ENSRNOP00000010688
D3ZQK4-1,ENSRNOP00000008372
D3ZQK8-1,ENSRNOP00000010683
M0R9N8-1,ENSRNOP00000066214
